Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.continuation,Answer.continuation,Answer.change,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Yeah but speaking of sand, there's something so comforting about it. It reminds me of visiting Florida to see my grandma as a kid.","I also like to visit the towns along Lake Michigan, they lake is so big it reminds me of the ocean.",I go to Lake Michigan pretty often because I have family in Ludington. You could always come with me.
Answer.continuation,Answer.change,Answer.change,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Wow. I sometimes see people with metal detectors there, but I figured that nobody ever actually finds anything worthwhile.",Anything you do in nature takes a lot of dedication. I admire how hard people who treasure hunt work on finding stuff on the beach.
Answer.continuation,Answer.continuation,Answer.change,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","My favorite activity after going to the beach is to take a long hot bath. Though I don't get the opportunity often, there's something relaxing about baths.",I love putting bath bombs in the bath. Do you have a favorite bath bomb to use?,"Yea, I have a couple favorites, but they are expensive."
Answer.continuation,Answer.continuation,Answer.change,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","My favorite activity after going to the beach is to take a long hot bath. Though I don't get the opportunity often, there's something relaxing about baths.",A bath is a nice thing after the beach because the beach can actually be quite a pain. After cleaning the sand off of everything you deserve to relax!,Have you ever tried those beach scented bath bombs? They smell exactly like coconut and sunscreen.
Answer.continuation,Answer.continuation,Answer.change,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I've been thinking about Vacation this year, do you plan on taking one? If so, where you going?","Oh boy, that's a good question. We've been trying to figure it out, but I'm not sure about my work schedule yet, so I don't know how much time I'm gonna have, which is going to determine where we can go. So I don't know, which is driving me crazy a little bit, to be honest.","If you know in the next week, I can let you know of some good hotel deals."
Answer.continuation,Answer.change,Answer.elaboration,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,The sand feels good as it squishes between your toes.,"Sometime I think about maybe getting a boat, I bet that's fun, too.",
Answer.continuation,Answer.joking_sarcastic,Answer.change,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.",I think it won't be too much longer until we can all get self-driving functionality in our cars.,"It's kind of strange how technology turns out. Way back when they thought we'd all be controlling our own flying cars, but it turns out that we're going to have computers drive us around on the ground.",
Answer.continuation,Answer.change,Answer.elaboration,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,The sand feels good as it squishes between your toes.,"Sometime I think about maybe getting a boat, I bet that's fun, too.",oh sure . Magellan you are not  !!!  :)
Answer.continuation,Answer.change,Answer.joking_sarcastic,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,"People are always trying to say how beautiful and majestic nature is, but I estimate that it's about 30% poop.",Well some travel magazines could show you a lot of places to go if you want to take a trip someday.,"Yea, they usually have good listings."
Answer.continuation,Answer.change,Answer.joking_sarcastic,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,"People are always trying to say how beautiful and majestic nature is, but I estimate that it's about 30% poop.","Or Harlem, or Detroit.....",
Answer.continuation,Answer.change,Answer.change,Answer.joking_sarcastic,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Like a pirate treasure gold coin, or one of those infomercial commemorative coins?",Both! It was a pirate commemorative coin!
Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",The feeling of being alone at the beach is extremely relaxing. I often feel like none of my worldly cares matter for a few moments.,I think the beach can be a great place to go when you're stressed and need work. The white noise of the water is a constant background sound that makes getting work done easier.
Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",The feeling of being alone at the beach is extremely relaxing. I often feel like none of my worldly cares matter for a few moments.,I can relate. Even though it feels like you're alone there are millions of sea creatures in the water that you'll never see.
Answer.continuation,Answer.change,Answer.continuation,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Right, definitely. It's the gift that keeps on giving as you clean you car year after year!",,
Answer.continuation,Answer.change,Answer.elaboration,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I do love when I can take stuff home from the beach too. One beach I was at sold tropical plants we could bring home, and it was so much more authentic than a generic beach scene.",Its fun when you can collect shells from the beach.
Answer.continuation,Answer.change,Answer.elaboration,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I do love when I can take stuff home from the beach too. One beach I was at sold tropical plants we could bring home, and it was so much more authentic than a generic beach scene.",Taking home free gifts from anywhere is always nice.
Answer.continuation,Answer.change,Answer.joking_sarcastic,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,"People are always trying to say how beautiful and majestic nature is, but I estimate that it's about 30% poop.","Look at the Grand Canyon or the desserts, the Redwood Forest of Niagara Falls, they are all majestic.",I just love traveling anywhere.
Answer.continuation,Answer.change,Answer.joking_sarcastic,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Well, I can't afford a cheeseburger but I guess I can own the whole ocean!",,
Answer.continuation,Answer.change,Answer.change,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","Sure, ski resort. Or Santa's compound type of an area. Or like Ice Station Zebra, like a remote research base in a distant frozen location. Yeah, the snow gives you a ton of options.",Sometimes its nice being able to just enjoy the elements.
Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,The sand feels good as it squishes between your toes.,"Ugh, now I'm thinking about what else squishes between my toes.",
Answer.continuation,Answer.change,Answer.elaboration,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I do love when I can take stuff home from the beach too. One beach I was at sold tropical plants we could bring home, and it was so much more authentic than a generic beach scene.",
Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"Yeah, it's hard to remember all the exact rules of each beach. But I appreciate how much beaches work to preserve their beauty, especially those in national parks.","Yep, if our beaches weren't beautiful, we wouldn't have much at all."
Answer.continuation,Answer.change,Answer.elaboration,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"I do love when I can take stuff home from the beach too. One beach I was at sold tropical plants we could bring home, and it was so much more authentic than a generic beach scene.",I just love being at the beach.
Answer.continuation,Answer.change,Answer.joking_sarcastic,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,Perhaps you mean the bitch?,,
Answer.continuation,Answer.change,Answer.change,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","Yeah, gee, I guess you could. And you could always dress your garage up to look like a mental hospital and check yourself in for observation. Just make sure to tell the doctors that you like to pretend your backyard is a ski resort. They'll rush you right in, I'm sure.",
Answer.continuation,Answer.change,Answer.elaboration,Answer.joking_sarcastic,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,The sand feels good as it squishes between your toes.,I try to squish the seagulls between my toes but they're too quick for me.,"Well, using Mr. Miyagi's training method, I think what you need to do is start opening bottles with your feet, and then when you go for the seagulls your muscle memory will kick in."
Answer.continuation,Answer.change,Answer.change,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,Was it sunny when you went to the beach,,
Answer.continuation,Answer.change,Answer.elaboration,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,The sand feels good as it squishes between your toes.,I try to squish the seagulls between my toes but they're too quick for me.,
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I remember two years ago we went to Virginia Beach, and we had sand in our car for six months after that.",I do adore the beach but I also like a nice serene lake.  Do you like lakes or are you just a beach person?,
Answer.continuation,Answer.continuation,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I remember two years ago we went to Virginia Beach, and we had sand in our car for six months after that.",,
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I remember two years ago we went to Virginia Beach, and we had sand in our car for six months after that.","I know what you mean, you can clean your car forever and the sand just won't come out.  I have found that the best thing to do is try a commercial vacuum at the car wash.  Have you tried that?","Huh, I never thought of that, I guess when I think ""vacuum"" my mind just automatically goes to the thing I use to clean the house, but maybe I could give that a shot."
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I remember two years ago we went to Virginia Beach, and we had sand in our car for six months after that.","I know what you mean, you can clean your car forever and the sand just won't come out.  I have found that the best thing to do is try a commercial vacuum at the car wash.  Have you tried that?","I'm actually thinking of going in the other direction and just letting it build up, and then when there's so much sand that there's not room for people anymore we'll know it's time to trade the car in for a new one."
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I remember two years ago we went to Virginia Beach, and we had sand in our car for six months after that.","I love Virginia Beach and have been there many time  My favorite beaches on the East Coast are up north in Cape Cod, those beaches are beautiful.",I once had dinner in cape cod.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I remember two years ago we went to Virginia Beach, and we had sand in our car for six months after that.","I love Virginia Beach and have been there many time  My favorite beaches on the East Coast are up north in Cape Cod, those beaches are beautiful.","Yea, those beaches have amazing water. They are beautiful"
Answer.continuation,Answer.continuation,Answer.joking_sarcastic,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!",I thought we brought half the beach back with us.,,
Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.,"Yeah, it's hard to remember all the exact rules of each beach. But I appreciate how much beaches work to preserve their beauty, especially those in national parks.",
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I remember two years ago we went to Virginia Beach, and we had sand in our car for six months after that.","I love Virginia Beach and have been there many time  My favorite beaches on the East Coast are up north in Cape Cod, those beaches are beautiful.",
Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,The sand feels good as it squishes between your toes.,"And the water can rush over your feet every now and then, that's nice, too.","Yea, feeling the cold water hit my toes is amazing."
Answer.continuation,Answer.change,Answer.elaboration,Answer.joking_sarcastic,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,The sand feels good as it squishes between your toes.,I try to squish the seagulls between my toes but they're too quick for me.,"Do you remember the seagulls from Finding Nemo? That whole ""mine?"" ""mine?"" bit was so spot-on."
Answer.continuation,Answer.continuation,Answer.change,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Yeah but speaking of sand, there's something so comforting about it. It reminds me of visiting Florida to see my grandma as a kid.","I also like to visit the towns along Lake Michigan, they lake is so big it reminds me of the ocean.",
Answer.continuation,Answer.continuation,Answer.change,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I've been thinking about Vacation this year, do you plan on taking one? If so, where you going?","I don't know, I'm arguing with my family about it, so I don't even want to talk about it. What I really want to do is take a month off and work on my book. But I don't think I'm going to be able to do that. Let me tell you what I was thinking about in terms of the next chapter, though, okay?","Sure, spoil it so I don't want to read it. Go ahead."
Answer.continuation,Answer.continuation,Answer.change,Answer.joking_sarcastic,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I've been thinking about Vacation this year, do you plan on taking one? If so, where you going?","Oh yeah, I'm scheduling a trip around the world even as we speak. The only thing standing in the way is the fact that I've already used all my vacation days for my brother's stupid wedding, so no, my round-the-world trip is canceled, thanks for bringing it up.",You had to cancel the trip because you had no vacation days?
Answer.continuation,Answer.continuation,Answer.change,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Yeah but speaking of sand, there's something so comforting about it. It reminds me of visiting Florida to see my grandma as a kid.","I also like to visit the towns along Lake Michigan, they lake is so big it reminds me of the ocean.",Last time I went with my little niece and my sister. The child kept calling it Lake Missy-Gone.
Answer.continuation,Answer.continuation,Answer.change,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Yeah but speaking of sand, there's something so comforting about it. It reminds me of visiting Florida to see my grandma as a kid.","That must have been a lot of fun visiting your grandma, what else did you guys do besides go to the beach?",We did a lot of talking and playing sports.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Right, there's nothing fun about cleaning out the car after the beach, but maybe it'd be a good idea to rinse off as best as we can before getting in and lay down towels over the seats?",It always ends up making the car smelly because it soaks in and it's difficult to get out. If it's really bad you might just have to get the interior detailed.,We use towels to dry off and need to pack extra for the ride home.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!",And the way that it gets into your ears and eyes. Nothing takes longer than a post beach shower.,Well you could live in your car with all the sand.,
Answer.continuation,Answer.continuation,Answer.continuation,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I agree. I hate leaving the beach as well. Not only do you have the thought of a fun time that's now over, you've got a hole bunch of cleaning up to do.","Totally, but what do you think about the mountains? Have you ever gone hiking?",
Answer.continuation,Answer.continuation,Answer.change,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I've been thinking about Vacation this year, do you plan on taking one? If so, where you going?","I'm definitely going to take one. I get a little stir crazy if I don't. Last year, when it got to be around this time of year, I found myself getting so tense all the time, and it finally occurred to me that I was long overdue for some time off. It was affecting my mood in a really significant way.",
Answer.continuation,Answer.continuation,Answer.change,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","My favorite activity after going to the beach is to take a long hot bath. Though I don't get the opportunity often, there's something relaxing about baths.",I love putting bath bombs in the bath. Do you have a favorite bath bomb to use?,
Answer.continuation,Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","My favorite activity after going to the beach is to take a long hot bath. Though I don't get the opportunity often, there's something relaxing about baths.",A bath is a nice thing after the beach because the beach can actually be quite a pain. After cleaning the sand off of everything you deserve to relax!,"I know, right? Beach baths should just be a given."
Answer.continuation,Answer.continuation,Answer.joking_sarcastic,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!",It's like you're wearing a beach by the time you get home.,,
Answer.continuation,Answer.continuation,Answer.change,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I've been thinking about Vacation this year, do you plan on taking one? If so, where you going?","Oh boy, that's a good question. We've been trying to figure it out, but I'm not sure about my work schedule yet, so I don't know how much time I'm gonna have, which is going to determine where we can go. So I don't know, which is driving me crazy a little bit, to be honest.",Your work schedule still hasn't calmed down? I thought it was the slow season?
Answer.continuation,Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I've been thinking about Vacation this year, do you plan on taking one? If so, where you going?","I'm definitely going to take one. I get a little stir crazy if I don't. Last year, when it got to be around this time of year, I found myself getting so tense all the time, and it finally occurred to me that I was long overdue for some time off. It was affecting my mood in a really significant way.","yea, sometimes you just need to get away."
Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,The sand feels good as it squishes between your toes.,"And the water can rush over your feet every now and then, that's nice, too.","As long as its sunny and nice, I am happy."
Answer.continuation,Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I've been thinking about Vacation this year, do you plan on taking one? If so, where you going?","I'm definitely going to take one. I get a little stir crazy if I don't. Last year, when it got to be around this time of year, I found myself getting so tense all the time, and it finally occurred to me that I was long overdue for some time off. It was affecting my mood in a really significant way.",Sometimes you need a vacation for your mental health.
