Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.continuation,Answer.continuation,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Right, there's nothing fun about cleaning out the car after the beach, but maybe it'd be a good idea to rinse off as best as we can before getting in and lay down towels over the seats?",,
Answer.continuation,Answer.comments,Answer.change,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Maybe I should build the kids a tree house. We've got a big tree in the back yard with some nice large low-hanging branches. How hard do you think that would be?,,
Answer.continuation,Answer.comments,Answer.elaboration,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Collecting sea shells is another exciting activity at the beach.,Especially when you collect one with a crab in it.,
Answer.continuation,Answer.change,Answer.change,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","Sure, ski resort. Or Santa's compound type of an area. Or like Ice Station Zebra, like a remote research base in a distant frozen location. Yeah, the snow gives you a ton of options.",
Answer.continuation,Answer.comments,Answer.elaboration,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Collecting sea shells is another exciting activity at the beach.,I really enjoying when you put a sea shell to your ear and you can hear the ocean.,
Answer.continuation,Answer.change,Answer.continuation,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I've never actually been to the beach before noon, but I really like to run around the lake near my house in the morning. It's good exercise, and I get in touch with nature a bit.",Exercise is always fun! I like it!
Answer.continuation,Answer.comments,Answer.elaboration,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Collecting sea shells is another exciting activity at the beach.,I love when you can see all the different fish in the ocean.,There are plenty of fish in the sea ya know.
Answer.continuation,Answer.continuation,Answer.change,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Yeah but speaking of sand, there's something so comforting about it. It reminds me of visiting Florida to see my grandma as a kid.",I really like to walk on the beach and find interesting shells and rocks.,Sometimes taking long walks is relaxing and is good for your health.
Answer.continuation,Answer.continuation,Answer.continuation,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I agree. I hate leaving the beach as well. Not only do you have the thought of a fun time that's now over, you've got a hole bunch of cleaning up to do.","Yes, not to mention the unpacking and laundry that has to be done too.","Yea, somebody has to do it  though."
Answer.continuation,Answer.continuation,Answer.change,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","My favorite activity after going to the beach is to take a long hot bath. Though I don't get the opportunity often, there's something relaxing about baths.",Baths are so relaxing with all the dirt from your body floating around!,
Answer.continuation,Answer.continuation,Answer.change,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","My favorite activity after going to the beach is to take a long hot bath. Though I don't get the opportunity often, there's something relaxing about baths.",I love putting bath bombs in the bath. Do you have a favorite bath bomb to use?,My favorite is when I bathe without weird smells.
Answer.continuation,Answer.continuation,Answer.continuation,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I agree. I hate leaving the beach as well. Not only do you have the thought of a fun time that's now over, you've got a hole bunch of cleaning up to do.","Totally, but what do you think about the mountains? Have you ever gone hiking?",I'd fall down the side of one and end up having to live in a cave.
Answer.continuation,Answer.continuation,Answer.continuation,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I agree. I hate leaving the beach as well. Not only do you have the thought of a fun time that's now over, you've got a hole bunch of cleaning up to do.","Totally, but what do you think about the mountains? Have you ever gone hiking?",I like the scenery of mountains but don't think I could handle hiking physically since I had my health issues.
Answer.continuation,Answer.continuation,Answer.continuation,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I agree. I hate leaving the beach as well. Not only do you have the thought of a fun time that's now over, you've got a hole bunch of cleaning up to do.","Yes, not to mention the unpacking and laundry that has to be done too.","Yea, those are all not fun. Thats the worst part of traveling."
Answer.continuation,Answer.continuation,Answer.continuation,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I agree. I hate leaving the beach as well. Not only do you have the thought of a fun time that's now over, you've got a hole bunch of cleaning up to do.","Yes, not to mention the unpacking and laundry that has to be done too.",
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Right, there's nothing fun about cleaning out the car after the beach, but maybe it'd be a good idea to rinse off as best as we can before getting in and lay down towels over the seats?",It always ends up making the car smelly because it soaks in and it's difficult to get out. If it's really bad you might just have to get the interior detailed.,"You have to make sure the towels are dry, though, and I'm not sure we have enough."
Answer.continuation,Answer.comments,Answer.continuation,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.","Ain't that the truth! You know, I thought about making a sandbox in the back yard. Of course, I'd have to buy the sand. If everyone took sand home from the beach to make a sandbox, there'd be no beach left!",,
Answer.continuation,Answer.comments,Answer.continuation,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",If you want to make a unique planter you can fil a pot with sand and seashells.,,
Answer.continuation,Answer.comments,Answer.change,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Maybe I should build the kids a tree house. We've got a big tree in the back yard with some nice large low-hanging branches. How hard do you think that would be?,I love owning houses with wooded backyards. Nothing feels better than to lay out under a tree and sun yourself on a warm day.,I like cooking in my backyard.
Answer.continuation,Answer.comments,Answer.change,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Maybe I should build the kids a tree house. We've got a big tree in the back yard with some nice large low-hanging branches. How hard do you think that would be?,I love owning houses with wooded backyards. Nothing feels better than to lay out under a tree and sun yourself on a warm day.,I agree! Its the most relaxing and enjoyable feeling.
Answer.continuation,Answer.comments,Answer.elaboration,Answer.elaboration,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Collecting sea shells is another exciting activity at the beach.,I really enjoying when you put a sea shell to your ear and you can hear the ocean.,"Yea, I would call it soothing alright."
Answer.continuation,Answer.comments,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.","I need to make this before my kids get too old and lose interest. It would be so good for them, to be outside playing in the fresh air instead of stuck inside watching TV all the time.",,
Answer.continuation,Answer.comments,Answer.elaboration,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Collecting sea shells is another exciting activity at the beach.,I really enjoying when you put a sea shell to your ear and you can hear the ocean.,I just like picking up shells. Ya know.
Answer.continuation,Answer.comments,Answer.joking_sarcastic,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, you do get to bring back the smell of the beach with you, at least for a little while. So that's nice while it lasts. It's a more pleasant reminder of the good times you had that day.",I hate sand though. It gets into all of your cracks.,,
Answer.continuation,Answer.comments,Answer.change,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, you do get to bring back the smell of the beach with you, at least for a little while. So that's nice while it lasts. It's a more pleasant reminder of the good times you had that day.",Well at least you got to do some meditation at the beach.,,
Answer.continuation,Answer.continuation,,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, you do get to bring back the smell of the beach with you, at least for a little while. So that's nice while it lasts. It's a more pleasant reminder of the good times you had that day.",,,
Answer.continuation,Answer.comments,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, you do get to bring back the smell of the beach with you, at least for a little while. So that's nice while it lasts. It's a more pleasant reminder of the good times you had that day.",I don't like the way my skin feels after being at the beach though. Your skin feels all stiff from the salt.,,
Answer.continuation,Answer.comments,Answer.elaboration,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Collecting sea shells is another exciting activity at the beach.,Sea shells are so pretty and make a great decoration in your house.,
Answer.continuation,Answer.joking_sarcastic,,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",,,
Answer.continuation,Answer.comments,Answer.change,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Maybe I should build the kids a tree house. We've got a big tree in the back yard with some nice large low-hanging branches. How hard do you think that would be?,I love owning houses with wooded backyards. Nothing feels better than to lay out under a tree and sun yourself on a warm day.,
Answer.continuation,Answer.comments,Answer.change,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Maybe I should build the kids a tree house. We've got a big tree in the back yard with some nice large low-hanging branches. How hard do you think that would be?,It depends on the age of the tree and what kinds of permits you might have to file. My grand father built me a treehouse and each year he'd expand it as his gift to me.,Did it ever fall?
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Right, there's nothing fun about cleaning out the car after the beach, but maybe it'd be a good idea to rinse off as best as we can before getting in and lay down towels over the seats?",Isn't it terrible to go to the beach because it's free only to spend 200 dollars having your car cleaned and detailed.,
Answer.continuation,Answer.comments,Answer.change,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Maybe I should build the kids a tree house. We've got a big tree in the back yard with some nice large low-hanging branches. How hard do you think that would be?,It depends on the age of the tree and what kinds of permits you might have to file. My grand father built me a treehouse and each year he'd expand it as his gift to me.,Thats really cool that you have a tree house. I would love to go in one.
Answer.continuation,Answer.comments,Answer.change,Answer.joking_sarcastic,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Maybe I should build the kids a tree house. We've got a big tree in the back yard with some nice large low-hanging branches. How hard do you think that would be?,My treehouse even had power and a tv!,That's so cool! You were really lucky. I never even had a tree house as a kid myself.
Answer.continuation,Answer.comments,Answer.elaboration,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Collecting sea shells is another exciting activity at the beach.,I love when you can see all the different fish in the ocean.,"Yea, seeing all the different kids of fish is really nice."
Answer.continuation,Answer.comments,Answer.change,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.",Maybe I should build the kids a tree house. We've got a big tree in the back yard with some nice large low-hanging branches. How hard do you think that would be?,It depends on the age of the tree and what kinds of permits you might have to file. My grand father built me a treehouse and each year he'd expand it as his gift to me.,
Answer.continuation,Answer.comments,Answer.joking_sarcastic,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, after a few trips you can make your kids a sandbox.","However, I do have cats... and you know what cats like to do in the sandbox!",,
Answer.continuation,Answer.comments,Answer.continuation,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, you do get to bring back the smell of the beach with you, at least for a little while. So that's nice while it lasts. It's a more pleasant reminder of the good times you had that day.",The smell of the beach is wonderful. Especially with sunscreen like coppertone.,,
Answer.continuation,Answer.continuation,Answer.change,Answer.joking_sarcastic,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I've been thinking about Vacation this year, do you plan on taking one? If so, where you going?","Oh yeah, I'm scheduling a trip around the world even as we speak. The only thing standing in the way is the fact that I've already used all my vacation days for my brother's stupid wedding, so no, my round-the-world trip is canceled, thanks for bringing it up.",You had to cancel the trip because you had no vacation days?
Answer.continuation,Answer.continuation,Answer.change,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","My favorite activity after going to the beach is to take a long hot bath. Though I don't get the opportunity often, there's something relaxing about baths.",I love putting bath bombs in the bath. Do you have a favorite bath bomb to use?,"Yea, I have a couple favorites, but they are expensive."
Answer.continuation,Answer.continuation,Answer.continuation,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I agree. I hate leaving the beach as well. Not only do you have the thought of a fun time that's now over, you've got a hole bunch of cleaning up to do.","Or you can just throw everything away and buy all new stuff, including the sandy car!",
Answer.continuation,Answer.change,Answer.continuation,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,Me too. I love to smell the fresh ocean air and hear the waves crash. It's my favorite way to begin the day when I vacation in Florida.,
Answer.continuation,Answer.change,Answer.continuation,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,Me too. I love to smell the fresh ocean air and hear the waves crash. It's my favorite way to begin the day when I vacation in Florida.,I considered moving near the ocean but I'm not sure I could afford to.
Answer.continuation,Answer.change,Answer.continuation,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"My favorite time to walk along the beach is at night. The sunsets make me feel so beautiful and peaceful, and since I'm an introvert, it's a good way to get some alone time.",I also like the birds being active so I can watch them and mornings seem to be better for that.
Answer.continuation,Answer.change,Answer.continuation,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"My favorite time to walk along the beach is at night. The sunsets make me feel so beautiful and peaceful, and since I'm an introvert, it's a good way to get some alone time.",I am not much of a morning person either so the beach gives me an incentive to keep from sleeping till noon.
Answer.continuation,Answer.change,Answer.continuation,Answer.joking_sarcastic,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I enjoy walking on the beach in the morning too. There's no people out, so I can't accidentally knock over someone's umbrella or trip over a little kid's sand castle. You know me, I'm naturally clumsy. That's something I've accidentally done.",I like to be clean all the time.
Answer.continuation,Answer.change,Answer.continuation,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I enjoy walking on the beach in the morning too. There's no people out, so I can't accidentally knock over someone's umbrella or trip over a little kid's sand castle. You know me, I'm naturally clumsy. That's something I've accidentally done.",
Answer.continuation,Answer.change,Answer.continuation,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I've never actually been to the beach before noon, but I really like to run around the lake near my house in the morning. It's good exercise, and I get in touch with nature a bit.",What kind of exercise is staring?
Answer.continuation,Answer.change,Answer.change,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.",,
Answer.continuation,Answer.elaboration,Answer.continuation,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",I also like going to lakes.,"Lakes are pretty nice, especially if you can go out on a boat.","Yeah, I love boating. I just love the water in general, actually. I like boating, canoing, wake-boarding, scuba diving. Anything in the water, I'm cool with it.",I remember when we went to your uncle's house and went tubing. You fell off the tube. It was hilarious.
Answer.continuation,Answer.elaboration,,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,,,
Answer.continuation,Answer.continuation,Answer.change,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I've been thinking about Vacation this year, do you plan on taking one? If so, where you going?",,
Answer.continuation,Answer.continuation,Answer.continuation,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I agree. I hate leaving the beach as well. Not only do you have the thought of a fun time that's now over, you've got a hole bunch of cleaning up to do.","Yes, not to mention the unpacking and laundry that has to be done too.","Yea, you could just be dirty."
Answer.continuation,Answer.continuation,Answer.continuation,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I completely understand, it is a total pain. Especially if your kids join you!",,
Answer.continuation,Answer.continuation,Answer.change,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","My favorite activity after going to the beach is to take a long hot bath. Though I don't get the opportunity often, there's something relaxing about baths.",A bath is a nice thing after the beach because the beach can actually be quite a pain. After cleaning the sand off of everything you deserve to relax!,"I know, right? Beach baths should just be a given."
Answer.continuation,Answer.continuation,Answer.change,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Yeah but speaking of sand, there's something so comforting about it. It reminds me of visiting Florida to see my grandma as a kid.","I also like to visit the towns along Lake Michigan, they lake is so big it reminds me of the ocean.",I go to Lake Michigan pretty often because I have family in Ludington. You could always come with me.
Answer.continuation,Answer.change,Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I enjoy walking on the beach in the morning too. There's no people out, so I can't accidentally knock over someone's umbrella or trip over a little kid's sand castle. You know me, I'm naturally clumsy. That's something I've accidentally done.",You are one clumsy soul.
Answer.continuation,Answer.change,Answer.continuation,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"My favorite time to walk along the beach is at night. The sunsets make me feel so beautiful and peaceful, and since I'm an introvert, it's a good way to get some alone time.",We should go take some photos of the beach at night or in the morning. It would be pretty.
Answer.continuation,Answer.change,Answer.continuation,Answer.joking_sarcastic,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I enjoy walking on the beach in the morning too. There's no people out, so I can't accidentally knock over someone's umbrella or trip over a little kid's sand castle. You know me, I'm naturally clumsy. That's something I've accidentally done.","Yea, you are very clumsy. You've done a lot of silly stuff."
Answer.continuation,Answer.change,Answer.continuation,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I've never actually been to the beach before noon, but I really like to run around the lake near my house in the morning. It's good exercise, and I get in touch with nature a bit.",I love to walk around the ocean.
Answer.continuation,Answer.change,Answer.joking_sarcastic,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,"People are always trying to say how beautiful and majestic nature is, but I estimate that it's about 30% poop.",I would say that most of it  is beautiful although there are areas that could be classified as poop.,"Well, when you think about it... the ocean is also full of poop. Fish poop too you know."
Answer.continuation,Answer.change,Answer.change,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",But the seagulls  pooping everywhere makes it a little gross.,"Sometimes it creeps me out a little to think about all the fish pooping in the water, where it all mixes together so you can't even step around it.",,
